,activity_id,nest_id,video_id,behavior,recess_cause,datetime_begin_raw,datetime_end_raw,datetime_begin_corrected,datetime_end_corrected,has_negative_duration,begin_dt,end_dt,duration_min,duration_hr,total_mins,init_median,year,species,fate,fate_day
234,25065,14eeu038,14-EEU038_3,I-Incubating,NotApplicable,1999-12-31T17:11:55-09:00,2000-01-01T17:59:10-09:00,2014-07-17T08:16:53-08:00,2014-07-18T09:04:23-08:00,FALSE,7/17/2014 8:16,7/18/2014 9:04,1487.5,24.79166667,18581,169.875,2014,KIEI,Hatched,2
235,22508,12rrg007,12-RRG007_3,I-Incubating,NotApplicable,2012-07-04T03:31:10-08:00,2012-07-05T04:18:10-08:00,2012-07-04T05:35:51-08:00,2012-07-05T06:23:06-08:00,FALSE,7/4/2012 5:35,7/5/2012 6:23,1487.25,24.7875,22670.11667,166,2012,SPEI,Hatched,192
236,23090,16fox002,16-FOX002_2,I-Incubating,NotApplicable,2016-06-25T09:22:15-08:00,2016-06-26T10:08:00-08:00,2016-06-25T09:18:26-08:00,2016-06-26T10:04:26-08:00,FALSE,6/25/2016 9:18,6/26/2016 10:04,1486,24.76666667,24531.36667,156,2016,KIEI,Hatched,186
237,22308,12mtw040,12-MTW040_2,I-Incubating,NotApplicable,2012-07-10T23:52:48-08:00,2012-07-12T00:37:33-08:00,2012-07-11T00:15:25-08:00,2012-07-12T01:00:25-08:00,FALSE,7/11/2012 0:15,7/12/2012 1:00,1485,24.75,15731.5,160,2012,KIEI,Hatched,194
238,25175,14smh016,14-SMH016_1,I-Incubating,NotApplicable,2014-07-05T03:19:50-08:00,2014-07-06T03:59:20-08:00,2014-07-05T05:17:39-08:00,2014-07-06T05:57:24-08:00,FALSE,7/5/2014 5:17,7/6/2014 5:57,1479.75,24.6625,12564.25,167.875,2014,KIEI,Hatched,195
239,23055,16dlc007,16-DLC007_2,I-Incubating,NotApplicable,2016-06-29T10:40:15-08:00,2016-06-30T11:14:00-08:00,2016-06-29T10:40:07-08:00,2016-06-30T11:14:07-08:00,FALSE,6/29/2016 10:40,6/30/2016 11:14,1474,24.56666667,15960.63333,173,2016,SPEI,Destroyed,186
240,25192,14mtw053,14-MTW053_4,I-Incubating,NotApplicable,2014-07-11T07:06:15-08:00,2014-07-12T07:38:45-08:00,2014-07-11T07:06:07-08:00,2014-07-12T07:38:52-08:00,FALSE,7/11/2014 7:06,7/12/2014 7:38,1472.75,24.54583333,13902.11667,167.8958333,2014,SPEI,Hatched,196
241,26193,19cht024,19-CHT024_1,I-Incubating,NotApplicable,2019-07-08T04:43:13-08:00,2019-07-09T05:14:30-08:00,2019-07-08T04:49:26-08:00,2019-07-09T05:21:01-08:00,FALSE,7/8/2019 4:49,7/9/2019 5:21,1471.583333,24.52638889,15640.65,167,2019,SPEI,Hatched,194
242,27402,23lsc014,23-LSC014_1,I-Incubating,NotApplicable,2023-06-28T05:42:52-08:00,2023-06-29T06:13:19-08:00,2023-06-28T05:42:47-08:00,2023-06-29T06:13:24-08:00,FALSE,6/28/2023 5:42,6/29/2023 6:13,1470.616667,24.51027778,5309.8,162.5,2023,SPEI,Destroyed,183
243,27247,22nrg021,22-NRG021_2,I-Incubating,NotApplicable,2022-07-13T05:03:09-08:00,2022-07-14T05:33:16-08:00,2022-07-13T05:03:04-08:00,2022-07-14T05:33:21-08:00,FALSE,7/13/2022 5:03,7/14/2022 5:33,1470.283333,24.50472222,17036.45,175,2022,SPEI,Hatched,201
244,25176,14smh016,14-SMH016_1,I-Incubating,NotApplicable,2014-07-06T04:01:55-08:00,2014-07-07T04:31:50-08:00,2014-07-06T05:59:49-08:00,2014-07-07T06:29:54-08:00,FALSE,7/6/2014 5:59,7/7/2014 6:29,1470.083333,24.50138889,12564.25,167.875,2014,KIEI,Hatched,195
245,21478,11des015,11-DES015_3,I-Incubating,NotApplicable,2011-07-10T07:07:28-08:00,2011-07-11T07:36:13-08:00,2011-07-10T07:35:01-08:00,2011-07-11T08:03:54-08:00,FALSE,7/10/2011 7:35,7/11/2011 8:03,1468.883333,24.48138889,23068.58333,167,2011,KIEI,Hatched,194
246,25974,19cht010,19-CHT010_3,I-Incubating,NotApplicable,2019-07-04T06:45:37-08:00,2019-07-05T07:13:54-08:00,2019-07-04T06:45:32-08:00,2019-07-05T07:13:59-08:00,FALSE,7/4/2019 6:45,7/5/2019 7:13,1468.45,24.47416667,20017.1,161.8333333,2019,KIEI,Hatched,190
247,26181,19cht024,19-CHT024_1,I-Incubating,NotApplicable,2019-07-03T04:38:39-08:00,2019-07-04T05:04:26-08:00,2019-07-03T04:44:52-08:00,2019-07-04T05:10:49-08:00,FALSE,7/3/2019 4:44,7/4/2019 5:10,1465.95,24.4325,15640.65,167,2019,SPEI,Hatched,194
248,27234,22esw041,22-ESW041_2,I-Incubating,NotApplicable,2022-07-13T11:07:20-08:00,2022-07-14T11:30:57-08:00,2022-07-13T11:07:15-08:00,2022-07-14T11:31:02-08:00,FALSE,7/13/2022 11:07,7/14/2022 11:31,1463.783333,24.39638889,23844.31667,172.5,2022,KIEI,Destroyed,199
249,25527,14mwm015,14-MWM015_1,I-Incubating,NotApplicable,2014-07-04T02:21:00-08:00,2014-07-05T02:43:15-08:00,2014-07-04T05:21:45-08:00,2014-07-05T05:44:07-08:00,FALSE,7/4/2014 5:21,7/5/2014 5:44,1462.366667,24.37277778,12819.11667,168,2014,SPEI,Hatched,193
250,27471,23jan116,23-JAN116_1,I-Incubating,NotApplicable,2023-07-10T07:27:34-08:00,2023-07-11T07:49:41-08:00,2023-07-10T07:27:29-08:00,2023-07-11T07:49:46-08:00,FALSE,7/10/2023 7:27,7/11/2023 7:49,1462.283333,24.37138889,8844.333333,164,NA,NA,NA,NA
252,25187,14mtw053,14-MTW053_3,I-Incubating,NotApplicable,2014-07-09T05:53:00-08:00,2014-07-10T06:08:30-08:00,2014-07-09T05:52:52-08:00,2014-07-10T06:08:37-08:00,FALSE,7/9/2014 5:52,7/10/2014 6:08,1455.75,24.2625,13902.11667,167.8958333,2014,SPEI,Hatched,196
253,28122,25cbp038,25-CBP038,I-Incubating,NotApplicable,2025-07-07T08:10:23-08:00,2025-07-08T08:16:40-08:00,2025-07-07T08:10:18-08:00,2025-07-08T08:16:45-08:00,FALSE,7/7/2025 8:10,7/8/2025 8:16,1446.45,24.1075,17082.13333,175,2025,KIEI,Hatched,201
254,28047,24jan109,24-JAN109_1,I-Incubating,NotApplicable,2024-07-10T06:56:54-08:00,2024-07-11T07:01:41-08:00,2024-07-10T06:56:49-08:00,2024-07-11T07:01:46-08:00,FALSE,7/10/2024 6:56,7/11/2024 7:01,1444.95,24.0825,17687.83333,169,NA,NA,NA,NA
255,27987,24cam058,24-CAM058_1,I-Incubating,NotApplicable,2024-07-21T08:43:42-08:00,2024-07-22T08:48:09-08:00,2024-07-21T08:43:37-08:00,2024-07-22T08:48:14-08:00,FALSE,7/21/2024 8:43,7/22/2024 8:48,1444.616667,24.07694444,27151.16667,176.75,2024,KIEI,Hatched,204
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
