"","activity_id","nest_id","video_id","behavior","recess_cause","datetime_begin_raw","datetime_end_raw","datetime_begin_corrected","datetime_end_corrected","has_negative_duration","begin_dt","end_dt","duration_min","duration_hr"
"140",28084,"24mle091","24-MLE091_1","I-Incubating","NotApplicable","2024-07-06T03:19:34-08:00","2024-07-07T14:51:51-08:00","2024-07-06T03:19:29-08:00","2024-07-07T14:51:56-08:00",FALSE,2024-07-06 03:19:29,2024-07-07 14:51:56,2132.45,35.5408333333333
"141",24366,"12mtw013","12-MTW013_1","I-Incubating","NotApplicable","2012-06-26T10:09:12-08:00","2012-06-27T21:29:42-08:00","2012-06-26T16:19:51-08:00","2012-06-28T03:40:36-08:00",FALSE,2012-06-26 16:19:51,2012-06-28 03:40:36,2120.75,35.3458333333333
"142",22470,"12keo001","12-KEO001_3","I-Incubating","NotApplicable","2012-07-04T04:31:15-08:00","2012-07-05T15:30:15-08:00","2012-07-04T04:33:23-08:00","2012-07-05T15:32:38-08:00",FALSE,2012-07-04 04:33:23,2012-07-05 15:32:38,2099.25,34.9875
"143",27935,"24akm051","24-AKM051_1","I-Incubating","NotApplicable","2024-07-01T04:14:55-08:00","2024-07-02T15:13:22-08:00","2024-07-01T04:14:50-08:00","2024-07-02T15:13:27-08:00",FALSE,2024-07-01 04:14:50,2024-07-02 15:13:27,2098.61666666667,34.9769444444444
"144",27943,"24akm051","24-AKM051_1","I-Incubating","NotApplicable","2024-07-05T06:01:43-08:00","2024-07-06T16:44:18-08:00","2024-07-05T06:01:38-08:00","2024-07-06T16:44:23-08:00",FALSE,2024-07-05 06:01:38,2024-07-06 16:44:23,2082.75,34.7125
"145",22521,"13deg023","13-DEG023_2","I-Incubating","NotApplicable","2013-07-07T10:07:30-08:00","2013-07-08T20:34:30-08:00","2013-07-07T09:49:34-08:00","2013-07-08T20:16:49-08:00",FALSE,2013-07-07 09:49:34,2013-07-08 20:16:49,2067.25,34.4541666666667
"146",27920,"24akm020","24-AKM020_1","I-Incubating","NotApplicable","2024-07-03T17:40:28-08:00","2024-07-05T03:50:05-08:00","2024-07-03T17:40:23-08:00","2024-07-05T03:50:10-08:00",FALSE,2024-07-03 17:40:23,2024-07-05 03:50:10,2049.78333333333,34.1630555555556
"147",27975,"24cam058","24-CAM058_1","I-Incubating","NotApplicable","2024-07-16T03:29:47-08:00","2024-07-17T12:59:04-08:00","2024-07-16T03:29:42-08:00","2024-07-17T12:59:09-08:00",FALSE,2024-07-16 03:29:42,2024-07-17 12:59:09,2009.45,33.4908333333333
"148",25299,"12keo001","12-KEO001_4","I-Incubating","NotApplicable","2012-07-07T00:49:45-08:00","2012-07-08T10:15:00-08:00","2012-07-07T00:49:37-08:00","2012-07-08T10:15:07-08:00",FALSE,2012-07-07 00:49:37,2012-07-08 10:15:07,2005.5,33.425
"149",27906,"24akm020","24-AKM020_1","I-Incubating","NotApplicable","2024-07-01T07:11:37-08:00","2024-07-02T16:31:41-08:00","2024-07-01T07:11:32-08:00","2024-07-02T16:31:46-08:00",FALSE,2024-07-01 07:11:32,2024-07-02 16:31:46,2000.23333333333,33.3372222222222
"150",22305,"12mtw040","12-MTW040_1","I-Incubating","NotApplicable","2012-07-04T18:22:55-08:00","2012-07-06T03:42:10-08:00","2012-07-04T18:33:32-08:00","2012-07-06T03:52:59-08:00",FALSE,2012-07-04 18:33:32,2012-07-06 03:52:59,1999.45,33.3241666666667
"151",25167,"14mwm054","14-MWM054_1","I-Incubating","NotApplicable","2014-07-02T17:43:08-08:00","2014-07-04T02:58:53-08:00","2014-07-02T21:25:17-08:00","2014-07-04T06:41:17-08:00",FALSE,2014-07-02 21:25:17,2014-07-04 06:41:17,1996,33.2666666666667
"152",23076,"16fox001","16-FOX001_1","I-Incubating","NotApplicable","2016-06-19T10:50:57-08:00","2016-06-20T20:00:41-08:00","2016-06-19T10:43:43-08:00","2016-06-20T19:53:37-08:00",FALSE,2016-06-19 10:43:43,2016-06-20 19:53:37,1989.9,33.165
"153",25254,"12mtw030","12-MTW030_3","I-Incubating","NotApplicable","2012-07-12T15:59:09-08:00","2012-07-14T01:02:09-08:00","2012-07-12T18:06:51-08:00","2012-07-14T03:10:06-08:00",FALSE,2012-07-12 18:06:51,2012-07-14 03:10:06,1983.25,33.0541666666667
"154",21464,"11des015","11-DES015_1","I-Incubating","NotApplicable","2011-06-28T07:35:41-08:00","2011-06-29T16:27:11-08:00","2011-06-28T08:03:14-08:00","2011-06-29T16:54:59-08:00",FALSE,2011-06-28 08:03:14,2011-06-29 16:54:59,1971.75,32.8625
"155",27630,"22esw092","22-ESW092_1","I-Incubating","NotApplicable","2022-07-11T09:10:28-08:00","2022-07-12T17:25:21-08:00","2022-07-11T09:10:23-08:00","2022-07-12T17:25:26-08:00",FALSE,2022-07-11 09:10:23,2022-07-12 17:25:26,1935.05,32.2508333333333
"156",25416,"13deg030","13-DEG030_1","I-Incubating","NotApplicable","1999-12-31T15:00:10-09:00","2000-01-01T23:06:55-09:00","2013-07-02T02:20:28-08:00","2013-07-03T10:27:20-08:00",FALSE,2013-07-02 02:20:28,2013-07-03 10:27:20,1926.86666666667,32.1144444444444
"157",26259,"19noc017","19-NOC017_2","I-Incubating","NotApplicable","2019-07-04T05:16:20-08:00","2019-07-05T13:15:57-08:00","2019-07-04T05:16:15-08:00","2019-07-05T13:16:02-08:00",FALSE,2019-07-04 05:16:15,2019-07-05 13:16:02,1919.78333333333,31.9963888888889
"158",22530,"13emw016","13-EMW016_1","I-Incubating","NotApplicable","2013-07-08T04:24:19-08:00","2013-07-09T11:59:34-08:00","2013-07-08T03:17:00-08:00","2013-07-09T10:52:30-08:00",FALSE,2013-07-08 03:17:00,2013-07-09 10:52:30,1895.5,31.5916666666667
"159",27668,"23agc030","23-AGC030_1","I-Incubating","NotApplicable","2023-07-03T10:28:23-08:00","2023-07-04T17:52:07-08:00","2023-07-03T10:28:18-08:00","2023-07-04T17:52:12-08:00",FALSE,2023-07-03 10:28:18,2023-07-04 17:52:12,1883.9,31.3983333333333
"160",22482,"12jjn009","12-JJN009_2","I-Incubating","NotApplicable","2012-06-27T15:30:26-08:00","2012-06-28T22:53:26-08:00","2012-06-28T11:04:49-08:00","2012-06-29T18:28:04-08:00",FALSE,2012-06-28 11:04:49,2012-06-29 18:28:04,1883.25,31.3875
"161",25243,"12mtw030","12-MTW030_2","I-Incubating","NotApplicable","2012-07-08T05:23:10-08:00","2012-07-09T12:45:55-08:00","2012-07-08T06:44:52-08:00","2012-07-09T14:07:52-08:00",FALSE,2012-07-08 06:44:52,2012-07-09 14:07:52,1883,31.3833333333333
"162",27784,"23drs087","23-DRS087_1","I-Incubating","NotApplicable","2023-07-11T03:34:26-08:00","2023-07-12T10:54:13-08:00","2023-07-11T03:34:21-08:00","2023-07-12T10:54:18-08:00",FALSE,2023-07-11 03:34:21,2023-07-12 10:54:18,1879.95,31.3325
"163",22273,"12mtw013","12-MTW013_1","I-Incubating","NotApplicable","2012-06-25T01:07:27-08:00","2012-06-26T08:12:57-08:00","2012-06-25T07:18:06-08:00","2012-06-26T14:23:51-08:00",FALSE,2012-06-25 07:18:06,2012-06-26 14:23:51,1865.75,31.0958333333333
"164",27558,"23kwm086","23-KWM086_1","I-Incubating","NotApplicable","2023-07-11T09:49:59-08:00","2023-07-12T16:47:23-08:00","2023-07-11T09:49:54-08:00","2023-07-12T16:47:28-08:00",FALSE,2023-07-11 09:49:54,2023-07-12 16:47:28,1857.56666666667,30.9594444444444
"165",27958,"24akm052","24-AKM052_1","I-Incubating","NotApplicable","2024-07-12T03:38:00-08:00","2024-07-13T10:34:57-08:00","2024-07-12T03:37:55-08:00","2024-07-13T10:35:02-08:00",FALSE,2024-07-12 03:37:55,2024-07-13 10:35:02,1857.11666666667,30.9519444444444
"166",22485,"12jjn009","12-JJN009_3","I-Incubating","NotApplicable","2012-07-03T04:04:23-08:00","2012-07-04T10:34:53-08:00","2012-07-03T03:51:22-08:00","2012-07-04T10:22:07-08:00",FALSE,2012-07-03 03:51:22,2012-07-04 10:22:07,1830.75,30.5125
"167",27080,"22jam031","22-JAM031_1","I-Incubating","NotApplicable","2022-07-01T22:50:59-08:00","2022-07-03T05:15:05-08:00","2022-07-01T22:50:54-08:00","2022-07-03T05:15:10-08:00",FALSE,2022-07-01 22:50:54,2022-07-03 05:15:10,1824.26666666667,30.4044444444444
"168",22481,"12jjn009","12-JJN009_2","I-Incubating","NotApplicable","2012-06-26T08:52:56-08:00","2012-06-27T15:12:41-08:00","2012-06-27T04:27:19-08:00","2012-06-28T10:47:19-08:00",FALSE,2012-06-27 04:27:19,2012-06-28 10:47:19,1820,30.3333333333333
"169",25554,"14smh016","14-SMH016_2","I-Incubating","NotApplicable","2014-07-11T22:44:03-08:00","2014-07-13T05:00:03-08:00","2014-07-12T00:41:52-08:00","2014-07-13T06:58:07-08:00",FALSE,2014-07-12 00:41:52,2014-07-13 06:58:07,1816.25,30.2708333333333
"170",22466,"12keo001","12-KEO001_2","I-Incubating","NotApplicable","2012-06-27T10:30:15-08:00","2012-06-28T16:39:15-08:00","2012-06-28T05:39:07-08:00","2012-06-29T11:48:22-08:00",FALSE,2012-06-28 05:39:07,2012-06-29 11:48:22,1809.25,30.1541666666667
"171",25239,"12mtw030","12-MTW030_2","I-Incubating","NotApplicable","2012-07-04T19:54:55-08:00","2012-07-06T01:56:55-08:00","2012-07-04T21:16:37-08:00","2012-07-06T03:18:52-08:00",FALSE,2012-07-04 21:16:37,2012-07-06 03:18:52,1802.25,30.0375
"172",27074,"22esw041","22-ESW041_1","I-Incubating","NotApplicable","2022-07-08T05:02:44-08:00","2022-07-09T10:52:01-08:00","2022-07-08T05:02:39-08:00","2022-07-09T10:52:06-08:00",FALSE,2022-07-08 05:02:39,2022-07-09 10:52:06,1789.45,29.8241666666667
"173",25969,"19cht010","19-CHT010_2","I-Incubating","NotApplicable","2019-06-30T23:37:34-08:00","2019-07-02T05:11:51-08:00","2019-06-30T23:37:29-08:00","2019-07-02T05:11:56-08:00",FALSE,2019-06-30 23:37:29,2019-07-02 05:11:56,1774.45,29.5741666666667
"174",21447,"11caa001",NA,"I-Incubating","NotApplicable","2011-06-20T15:07:00-08:00","2011-06-21T20:40:30-08:00","2011-06-20T15:06:52-08:00","2011-06-21T20:40:37-08:00",FALSE,2011-06-20 15:06:52,2011-06-21 20:40:37,1773.75,29.5625
"175",25292,"12keo001","12-KEO001_3","I-Incubating","NotApplicable","2012-07-01T01:48:00-08:00","2012-07-02T07:08:30-08:00","2012-07-01T01:50:15-08:00","2012-07-02T07:10:53-08:00",FALSE,2012-07-01 01:50:15,2012-07-02 07:10:53,1760.63333333333,29.3438888888889
"176",25528,"14mwm015","14-MWM015_1","I-Incubating","NotApplicable","2014-07-08T02:03:00-08:00","2014-07-09T07:12:15-08:00","2014-07-08T05:03:37-08:00","2014-07-09T10:13:00-08:00",FALSE,2014-07-08 05:03:37,2014-07-09 10:13:00,1749.38333333333,29.1563888888889
"177",25375,"13emw016","13-EMW016_2","I-Incubating","NotApplicable","2013-07-11T08:42:06-08:00","2013-07-12T13:37:36-08:00","2013-07-11T07:34:55-08:00","2013-07-12T12:30:32-08:00",FALSE,2013-07-11 07:34:55,2013-07-12 12:30:32,1735.61666666667,28.9269444444444
"178",21468,"11des015","11-DES015_2","I-Incubating","NotApplicable","2011-07-03T05:47:20-08:00","2011-07-04T10:32:20-08:00","2011-07-03T06:14:53-08:00","2011-07-04T11:00:08-08:00",FALSE,2011-07-03 06:14:53,2011-07-04 11:00:08,1725.25,28.7541666666667
"179",27772,"23drs087","23-DRS087_1","I-Incubating","NotApplicable","2023-07-04T04:01:46-08:00","2023-07-05T08:39:54-08:00","2023-07-04T04:01:46-08:00","2023-07-05T08:39:59-08:00",FALSE,2023-07-04 04:01:46,2023-07-05 08:39:59,1718.21666666667,28.6369444444444
"180",23174,"16map028","16-MAP028_2","I-Incubating","NotApplicable","2016-07-05T06:13:15-08:00","2016-07-06T10:15:30-08:00","2016-07-05T06:13:07-08:00","2016-07-06T10:15:37-08:00",FALSE,2016-07-05 06:13:07,2016-07-06 10:15:37,1682.5,28.0416666666667
"181",25301,"12keo001","12-KEO001_5","I-Incubating","NotApplicable","2012-07-09T02:01:00-08:00","2012-07-10T05:59:00-08:00","2012-07-09T02:00:00-08:00","2012-07-10T05:58:07-08:00",FALSE,2012-07-09 02:00:00,2012-07-10 05:58:07,1678.11666666667,27.9686111111111
"182",22719,"15ery012","15-ERY012_1","I-Incubating","NotApplicable","2015-06-27T05:43:15-08:00","2015-06-28T09:40:45-08:00","2015-06-27T05:43:07-08:00","2015-06-28T09:40:52-08:00",FALSE,2015-06-27 05:43:07,2015-06-28 09:40:52,1677.75,27.9625
"183",21466,"11des015","11-DES015_1","I-Incubating","NotApplicable","2011-06-30T05:42:41-08:00","2011-07-01T09:35:41-08:00","2011-06-30T06:10:14-08:00","2011-07-01T10:03:29-08:00",FALSE,2011-06-30 06:10:14,2011-07-01 10:03:29,1673.25,27.8875
"184",22628,"13deg030","13-DEG030_1","I-Incubating","NotApplicable","2000-01-02T20:47:10-09:00","2000-01-04T00:33:10-09:00","2013-07-04T08:07:20-08:00","2013-07-05T11:53:35-08:00",FALSE,2013-07-04 08:07:20,2013-07-05 11:53:35,1666.25,27.7708333333333
"185",27230,"22esw041","22-ESW041_2","I-Incubating","NotApplicable","2022-07-10T08:05:48-08:00","2022-07-11T11:49:26-08:00","2022-07-10T08:05:48-08:00","2022-07-11T11:49:31-08:00",FALSE,2022-07-10 08:05:48,2022-07-11 11:49:31,1663.71666666667,27.7286111111111
"186",25059,"14eeu038","14-EEU038_2","I-Incubating","NotApplicable","1999-12-31T15:30:56-09:00","2000-01-01T19:10:26-09:00","2014-07-11T04:53:07-08:00","2014-07-12T08:32:52-08:00",FALSE,2014-07-11 04:53:07,2014-07-12 08:32:52,1659.75,27.6625
"187",27439,"23jls040","23-JLS040_1","I-Incubating","NotApplicable","2023-07-10T03:48:28-08:00","2023-07-11T07:26:55-08:00","2023-07-10T03:48:23-08:00","2023-07-11T07:27:00-08:00",FALSE,2023-07-10 03:48:23,2023-07-11 07:27:00,1658.61666666667,27.6436111111111
"188",27453,"23jan134","23-JAN134_1","I-Incubating","NotApplicable","2023-07-06T05:10:27-08:00","2023-07-07T08:40:04-08:00","2023-07-06T05:10:17-08:00","2023-07-07T08:40:09-08:00",FALSE,2023-07-06 05:10:17,2023-07-07 08:40:09,1649.86666666667,27.4977777777778
"189",25061,"14eeu038","14-EEU038_2","I-Incubating","NotApplicable","2000-01-01T19:41:11-09:00","2000-01-02T23:08:11-09:00","2014-07-12T09:03:22-08:00","2014-07-13T12:30:37-08:00",FALSE,2014-07-12 09:03:22,2014-07-13 12:30:37,1647.25,27.4541666666667
"190",22634,"13deg030","13-DEG030_2","I-Incubating","NotApplicable","2000-01-01T04:33:34-09:00","2000-01-02T08:00:04-09:00","2013-07-08T03:48:35-08:00","2013-07-09T07:15:20-08:00",FALSE,2013-07-08 03:48:35,2013-07-09 07:15:20,1646.75,27.4458333333333
"191",25294,"12keo001","12-KEO001_3","I-Incubating","NotApplicable","2012-07-03T00:53:15-08:00","2012-07-04T04:12:45-08:00","2012-07-03T00:55:23-08:00","2012-07-04T04:15:08-08:00",FALSE,2012-07-03 00:55:23,2012-07-04 04:15:08,1639.75,27.3291666666667
"192",25170,"14mwm054","14-MWM054_2","I-Incubating","NotApplicable","2014-07-08T05:57:06-08:00","2014-07-09T09:15:36-08:00","2014-07-08T09:42:22-08:00","2014-07-09T13:01:07-08:00",FALSE,2014-07-08 09:42:22,2014-07-09 13:01:07,1638.75,27.3125
"193",28080,"24mle091","24-MLE091_1","I-Incubating","NotApplicable","2024-07-04T03:46:31-08:00","2024-07-05T07:03:48-08:00","2024-07-04T03:46:26-08:00","2024-07-05T07:03:53-08:00",FALSE,2024-07-04 03:46:26,2024-07-05 07:03:53,1637.45,27.2908333333333
"194",26913,"19cht010","19-CHT010_3","I-Incubating","NotApplicable","2019-07-06T02:27:11-08:00","2019-07-07T05:37:38-08:00","2019-07-06T02:27:06-08:00","2019-07-07T05:37:38-08:00",FALSE,2019-07-06 02:27:06,2019-07-07 05:37:38,1630.53333333333,27.1755555555556
"195",26226,"19cht036","19-CHT036_1","I-Incubating","NotApplicable","2019-07-05T02:43:28-08:00","2019-07-06T05:43:45-08:00","2019-07-05T02:46:52-08:00","2019-07-06T05:47:19-08:00",FALSE,2019-07-05 02:46:52,2019-07-06 05:47:19,1620.45,27.0075
"196",26183,"19cht024","19-CHT024_1","I-Incubating","NotApplicable","2019-07-04T05:21:36-08:00","2019-07-05T08:21:43-08:00","2019-07-04T05:27:49-08:00","2019-07-05T08:28:06-08:00",FALSE,2019-07-04 05:27:49,2019-07-05 08:28:06,1620.28333333333,27.0047222222222
"197",23109,"16fox002","16-FOX002_1","I-Incubating","NotApplicable","2016-06-15T04:34:00-08:00","2016-06-16T07:28:45-08:00","2016-06-15T04:30:19-08:00","2016-06-16T07:25:11-08:00",FALSE,2016-06-15 04:30:19,2016-06-16 07:25:11,1614.86666666667,26.9144444444444
"198",27983,"24cam058","24-CAM058_1","I-Incubating","NotApplicable","2024-07-19T03:25:48-08:00","2024-07-20T06:15:25-08:00","2024-07-19T03:25:43-08:00","2024-07-20T06:15:30-08:00",FALSE,2024-07-19 03:25:43,2024-07-20 06:15:30,1609.78333333333,26.8297222222222
"199",25412,"13crg028","13-CRG028_1","I-Incubating","NotApplicable","2013-07-03T04:15:00-08:00","2013-07-04T06:55:00-08:00","2013-07-03T04:16:43-08:00","2013-07-04T06:56:50-08:00",FALSE,2013-07-03 04:16:43,2013-07-04 06:56:50,1600.11666666667,26.6686111111111
"200",27082,"22jam031","22-JAM031_1","I-Incubating","NotApplicable","2022-07-03T05:31:15-08:00","2022-07-04T08:09:12-08:00","2022-07-03T05:31:10-08:00","2022-07-04T08:09:17-08:00",FALSE,2022-07-03 05:31:10,2022-07-04 08:09:17,1598.11666666667,26.6352777777778
"201",23026,"15sot010","15-SOT010_2","I-Incubating","NotApplicable","2015-07-05T10:50:45-08:00","2015-07-06T13:27:30-08:00","2015-07-05T10:50:37-08:00","2015-07-06T13:27:30-08:00",FALSE,2015-07-05 10:50:37,2015-07-06 13:27:30,1596.88333333333,26.6147222222222
"202",27517,"23hec144","23-HEC144_1","I-Incubating","NotApplicable","2023-07-09T09:14:55-08:00","2023-07-10T11:36:02-08:00","2023-07-09T09:14:50-08:00","2023-07-10T11:36:07-08:00",FALSE,2023-07-09 09:14:50,2023-07-10 11:36:07,1581.28333333333,26.3547222222222
"203",22509,"12rrg007","12-RRG007_3","I-Incubating","NotApplicable","2012-07-05T04:31:10-08:00","2012-07-06T06:51:25-08:00","2012-07-05T06:35:51-08:00","2012-07-06T08:56:21-08:00",FALSE,2012-07-05 06:35:51,2012-07-06 08:56:21,1580.5,26.3416666666667
"204",27658,"23agc030","23-AGC030_1","I-Incubating","NotApplicable","2023-06-29T07:32:47-08:00","2023-06-30T09:52:03-08:00","2023-06-29T07:32:42-08:00","2023-06-30T09:52:08-08:00",FALSE,2023-06-29 07:32:42,2023-06-30 09:52:08,1579.43333333333,26.3238888888889
"205",27985,"24cam058","24-CAM058_1","I-Incubating","NotApplicable","2024-07-20T06:21:25-08:00","2024-07-21T08:37:22-08:00","2024-07-20T06:21:20-08:00","2024-07-21T08:37:27-08:00",FALSE,2024-07-20 06:21:20,2024-07-21 08:37:27,1576.11666666667,26.2686111111111
"206",26214,"19cht036","19-CHT036_1","I-Incubating","NotApplicable","2019-07-02T08:02:27-08:00","2019-07-03T10:15:34-08:00","2019-07-02T08:05:51-08:00","2019-07-03T10:19:08-08:00",FALSE,2019-07-02 08:05:51,2019-07-03 10:19:08,1573.28333333333,26.2213888888889
"207",25957,"11est009","11-EST009_2","I-Incubating","NotApplicable","2011-06-30T23:07:50-08:00","2011-07-02T01:19:35-08:00","2011-06-30T23:25:02-08:00","2011-07-02T01:36:55-08:00",FALSE,2011-06-30 23:25:02,2011-07-02 01:36:55,1571.88333333333,26.1980555555556
"208",27994,"24jan015","24-JAN015_1","I-Incubating","NotApplicable","2024-06-21T05:52:41-08:00","2024-06-22T08:02:18-08:00","2024-06-21T05:52:36-08:00","2024-06-22T08:02:23-08:00",FALSE,2024-06-21 05:52:36,2024-06-22 08:02:23,1569.78333333333,26.1630555555556
"209",22303,"12mtw040","12-MTW040_1","I-Incubating","NotApplicable","2012-07-01T06:36:40-08:00","2012-07-02T08:46:10-08:00","2012-07-01T06:47:17-08:00","2012-07-02T08:57:02-08:00",FALSE,2012-07-01 06:47:17,2012-07-02 08:57:02,1569.75,26.1625
"210",27729,"23drs084","23-DRS084_1","I-Incubating","NotApplicable","2023-07-06T09:46:53-08:00","2023-07-07T11:49:40-08:00","2023-07-06T09:46:48-08:00","2023-07-07T11:49:45-08:00",FALSE,2023-07-06 09:46:48,2023-07-07 11:49:45,1562.95,26.0491666666667
"211",25207,"14mwm015","14-MWM015_2","I-Incubating","NotApplicable","2014-07-09T16:59:30-08:00","2014-07-10T18:56:30-08:00","2014-07-09T23:47:00-08:00","2014-07-11T01:44:15-08:00",FALSE,2014-07-09 23:47:00,2014-07-11 01:44:15,1557.25,25.9541666666667
"212",27034,"15qmb003","15-QMB003_1","I-Incubating","NotApplicable","2015-06-30T04:00:00-08:00","2015-07-01T05:56:15-08:00","2015-06-30T03:46:00-08:00","2015-07-01T05:42:22-08:00",FALSE,2015-06-30 03:46:00,2015-07-01 05:42:22,1556.36666666667,25.9394444444444
"213",21457,"11caa001",NA,"I-Incubating","NotApplicable","2011-06-28T20:44:15-08:00","2011-06-29T22:39:45-08:00","2011-06-28T20:44:07-08:00","2011-06-29T22:39:52-08:00",FALSE,2011-06-28 20:44:07,2011-06-29 22:39:52,1555.75,25.9291666666667
"214",23045,"16dlc007","16-DLC007_1","I-Incubating","NotApplicable","2016-06-24T02:55:15-08:00","2016-06-25T04:46:00-08:00","2016-06-24T02:55:07-08:00","2016-06-25T04:46:07-08:00",FALSE,2016-06-24 02:55:07,2016-06-25 04:46:07,1551,25.85
"215",23025,"15sot010","15-SOT010_1","I-Incubating","NotApplicable","2015-07-04T05:45:30-08:00","2015-07-05T07:33:15-08:00","2015-07-04T05:45:22-08:00","2015-07-05T07:33:15-08:00",FALSE,2015-07-04 05:45:22,2015-07-05 07:33:15,1547.88333333333,25.7980555555556
"216",21453,"11caa001",NA,"I-Incubating","NotApplicable","2011-06-26T02:22:30-08:00","2011-06-27T04:07:30-08:00","2011-06-26T02:22:22-08:00","2011-06-27T04:07:37-08:00",FALSE,2011-06-26 02:22:22,2011-06-27 04:07:37,1545.25,25.7541666666667
"217",21461,"11caa001",NA,"I-Incubating","NotApplicable","2011-07-05T13:29:15-08:00","2011-07-06T15:11:45-08:00","2011-07-05T13:29:07-08:00","2011-07-06T15:11:52-08:00",FALSE,2011-07-05 13:29:07,2011-07-06 15:11:52,1542.75,25.7125
"218",22505,"12rrg007","12-RRG007_2","I-Incubating","NotApplicable","2012-06-30T04:49:40-08:00","2012-07-01T06:31:55-08:00","2012-06-30T05:15:21-08:00","2012-07-01T06:57:51-08:00",FALSE,2012-06-30 05:15:21,2012-07-01 06:57:51,1542.5,25.7083333333333
"219",26199,"19cht024","19-CHT024_2","I-Incubating","NotApplicable","2019-07-09T05:59:57-08:00","2019-07-10T07:42:04-08:00","2019-07-09T06:06:10-08:00","2019-07-10T07:48:27-08:00",FALSE,2019-07-09 06:06:10,2019-07-10 07:48:27,1542.28333333333,25.7047222222222
"220",27621,"22esw092","22-ESW092_1","I-Incubating","NotApplicable","2022-07-08T05:53:17-08:00","2022-07-09T07:34:04-08:00","2022-07-08T05:53:12-08:00","2022-07-09T07:34:09-08:00",FALSE,2022-07-08 05:53:12,2022-07-09 07:34:09,1540.95,25.6825
"221",27705,"23agc031","23-AGC031_1","I-Incubating","NotApplicable","2023-07-05T06:19:48-08:00","2023-07-06T08:00:35-08:00","2023-07-05T06:19:43-08:00","2023-07-06T08:00:40-08:00",FALSE,2023-07-05 06:19:43,2023-07-06 08:00:40,1540.95,25.6825
"222",22465,"12keo001","12-KEO001_1","I-Incubating","NotApplicable","2012-06-25T07:33:30-08:00","2012-06-26T09:14:00-08:00","2012-06-25T07:42:58-08:00","2012-06-26T09:23:36-08:00",FALSE,2012-06-25 07:42:58,2012-06-26 09:23:36,1540.63333333333,25.6772222222222
"223",27800,"23drs088","23-DRS088_1","I-Incubating","NotApplicable","2023-07-14T09:11:43-08:00","2023-07-15T10:45:10-08:00","2023-07-14T09:11:38-08:00","2023-07-15T10:45:15-08:00",FALSE,2023-07-14 09:11:38,2023-07-15 10:45:15,1533.61666666667,25.5602777777778
"224",25715,"16fox002","16-FOX002_1","I-Incubating","NotApplicable","2016-06-16T07:44:00-08:00","2016-06-17T09:05:15-08:00","2016-06-16T07:40:11-08:00","2016-06-17T09:01:41-08:00",FALSE,2016-06-16 07:40:11,2016-06-17 09:01:41,1521.5,25.3583333333333
"225",22307,"12mtw040","12-MTW040_2","I-Incubating","NotApplicable","2012-07-08T23:40:48-08:00","2012-07-10T00:59:48-08:00","2012-07-09T00:03:25-08:00","2012-07-10T01:22:40-08:00",FALSE,2012-07-09 00:03:25,2012-07-10 01:22:40,1519.25,25.3208333333333
"226",22488,"12jjn009","12-JJN009_4","I-Incubating","NotApplicable","2012-07-06T03:03:55-08:00","2012-07-07T04:22:40-08:00","2012-07-06T06:03:37-08:00","2012-07-07T07:22:37-08:00",FALSE,2012-07-06 06:03:37,2012-07-07 07:22:37,1519,25.3166666666667
"227",21810,"11mcz010",NA,"I-Incubating","NotApplicable","2011-07-05T14:42:11-08:00","2011-07-06T15:58:56-08:00","2011-07-05T14:42:03-08:00","2011-07-06T15:59:03-08:00",FALSE,2011-07-05 14:42:03,2011-07-06 15:59:03,1517,25.2833333333333
"228",28078,"24mle091","24-MLE091_1","I-Incubating","NotApplicable","2024-07-03T02:21:34-08:00","2024-07-04T03:31:31-08:00","2024-07-03T02:21:29-08:00","2024-07-04T03:31:36-08:00",FALSE,2024-07-03 02:21:29,2024-07-04 03:31:36,1510.11666666667,25.1686111111111
"229",22978,"15nrg022","15-NRG022_1","I-Incubating","NotApplicable","2000-01-01T17:51:43-09:00","2000-01-02T19:00:28-09:00","2015-07-01T08:50:57-08:00","2015-07-02T09:59:57-08:00",FALSE,2015-07-01 08:50:57,2015-07-02 09:59:57,1509,25.15
"230",21811,"11mcz010",NA,"I-Incubating","NotApplicable","2011-07-06T16:09:26-08:00","2011-07-07T17:15:11-08:00","2011-07-06T16:09:18-08:00","2011-07-07T17:15:18-08:00",FALSE,2011-07-06 16:09:18,2011-07-07 17:15:18,1506,25.1
"231",22504,"12rrg007","12-RRG007_2","I-Incubating","NotApplicable","2012-06-29T03:37:55-08:00","2012-06-30T04:35:25-08:00","2012-06-29T04:03:36-08:00","2012-06-30T05:01:21-08:00",FALSE,2012-06-29 04:03:36,2012-06-30 05:01:21,1497.75,24.9625
"232",27945,"24akm052","24-AKM052_1","I-Incubating","NotApplicable","2024-07-03T06:04:07-08:00","2024-07-04T06:59:04-08:00","2024-07-03T06:04:07-08:00","2024-07-04T06:59:09-08:00",FALSE,2024-07-03 06:04:07,2024-07-04 06:59:09,1495.03333333333,24.9172222222222
"233",28051,"24jan109","24-JAN109_1","I-Incubating","NotApplicable","2024-07-11T07:36:01-08:00","2024-07-12T08:30:48-08:00","2024-07-11T07:35:56-08:00","2024-07-12T08:30:53-08:00",FALSE,2024-07-11 07:35:56,2024-07-12 08:30:53,1494.95,24.9158333333333
